1520,nu	1.0
1527,nu	1.0
1541,nu	1.0
1563,chi	1.0
1590,nu	1.589484126984127
1597,nu	1.0
1611,nu	1.0
1618,nu	1.0
1625,nu	1.0
1632,nu	1.0
1646,nu	1.0
1653,nu	1.3074150596877872
1660,nu	1.2671875000000001
1667,nu	1.4359764739229026
1674,nu	1.175
1675,chi	1.0
1681,nu	1.7528253528458921
1686,chi	1.0
1688,nu	1.5863407762454285
1693,chi	1.0
1695,nu	1.8355782348964165
1700,chi	1.0
1702,nu	2.3439925868741502
1707,chi	1.0
1709,nu	2.250226210890673
1714,chi	1.2222222222222223
1716,nu	2.0345741553204246
1721,chi	1.1363636363636365
1723,nu	2.210087161544351
1728,chi	1.3
1730,nu	2.8058738050673635
1735,chi	1.6666666666666667
1737,nu	2.8518832297514836
1742,chi	1.0
1744,nu	3.0114113436411034
1749,chi	2.1666666666666665
1750,haw	1.0
1751,nu	3.3747740054619437
1756,chi	1.2142857142857142
1758,nu	3.0264723940293097
1763,chi	1.2954545454545456
1764,haw	1.0
1765,nu	3.4752688989780083
1770,chi	1.2916666666666667
1772,nu	3.3838223034032224
1777,chi	1.9074074074074072
1779,nu	3.3252094769092673
1784,chi	1.6
1785,haw	3.0
1786,nu	3.913865476513384
1791,chi	1.9090909090909092
1792,haw	1.0
1793,nu	4.539018402719539
1798,chi	1.6592592592592594
1799,haw	1.0
1800,nu	5.09291992860844
1805,chi	1.8004273504273505
1806,haw	1.5
1807,nu	6.919976791117402
1812,chi	2.001046176046176
1813,haw	1.2
1814,nu	6.744970567816777
1819,chi	2.1984335839599
1820,haw	1.2
1821,nu	7.326971628241769
1826,chi	2.3882034632034634
1827,haw	1.3333333333333333
1828,nu	8.54539113044347
1833,chi	2.1972559945964205
1834,haw	2.346153846153846
1835,nu	9.143971371002193
1840,chi	3.2172538454453354
1841,haw	2.71875
1842,nu	8.775986226596666
1847,chi	3.2404979858104856
1848,haw	2.5606060606060606
1849,nu	10.116709260743411
1854,chi	3.499821473444659
1855,haw	2.361111111111111
1856,nu	10.936534274946524
1861,chi	3.1373937790604454
1862,haw	1.96875
1863,nu	9.718275061245054
1868,chi	2.7807792901542903
1869,haw	1.6153846153846154
1870,nu	9.7942942688047
1875,chi	3.4849110574511646
1876,haw	2.833333333333333
1877,nu	11.712565205188453
1882,chi	3.002399973147153
1883,haw	2.5204545454545455
1884,nu	12.432018003749448
1889,chi	3.208919775567093
1890,haw	2.7058823529411766
1891,nu	12.349946812681251
1896,chi	3.1971134633258695
1897,haw	3.2521929824561404
1898,nu	14.191704911917151
1900,chi	3.8496528471305598
1901,haw	3.687387387387387
1905,nu	15.549333440481906
1907,chi	3.9879479798982507
1908,haw	3.7061904761904754
1912,nu	15.40897323431102
1914,chi	3.877896522920295
1915,haw	2.883333333333333
1919,nu	14.827465320758607
1921,chi	3.8095396366613556
1922,haw	3.570075757575758
1926,nu	12.65388822123917
1928,chi	3.3270643820988535
1929,haw	3.075362318840579
1933,nu	11.509173518967724
1935,chi	2.9404827258977617
1936,haw	4.060714285714286
1940,nu	12.801084484442992
1942,chi	3.1778058930229025
1943,haw	3.0806818181818185
1947,nu	13.79737676676562
1949,chi	3.6808467002617538
1950,haw	2.976236263736264
1954,nu	14.159898543005989
1956,chi	4.031553585515012
1957,haw	2.791666666666667
1961,nu	17.311377482447448
1963,chi	4.675709787722115
1964,haw	3.608245149911817
1968,nu	21.537558162850384
1970,chi	5.277214967610062
1971,haw	3.8450396825396824
1975,nu	21.8355851230674
1977,chi	5.519238640416404
1978,haw	4.24974876314162
1982,nu	23.33891270100745
1984,chi	6.099347569792656
1985,haw	5.394910140364686
1989,nu	26.994955092169224
1991,chi	6.836923436645973
1992,haw	6.177131846328275
1996,nu	31.432599754434637
1998,chi	8.308705889739743
1999,haw	8.49532409554731
2000,haw	8.054349569081714
2001,nu	37.02163744870432
2006,chi	10.96349891854959
2007,haw	9.560276826348257
2008,nu	54.623349659496135
1505,nu	1.0
1568,nu	1.0935374149659864
1575,nu	1.0
1582,nu	1.0
1589,nu	1.0615079365079363
1603,nu	1.0
1610,nu	1.0
1624,nu	1.0726495726495726
1631,nu	1.0
1635,chi	1.0
1638,nu	1.0318202630702633
1645,nu	1.0613172541743972
1652,nu	1.1246181491464509
1659,nu	1.0786535126871264
1666,nu	1.3069892473118279
1673,nu	1.6167739998097141
1677,chi	1.0
1680,nu	1.5928551353018154
1687,nu	1.3463011976045485
1694,nu	1.8863993156844654
1695,chi	2.75
1701,nu	2.0622088174690436
1702,chi	1.0
1708,nu	2.4229088033702917
1709,chi	1.0
1715,nu	2.5175304048665725
1716,chi	1.6666666666666667
1722,nu	2.5347773426961946
1723,chi	1.5
1729,nu	2.843950779831227
1730,chi	1.125
1736,nu	2.799342298757913
1737,chi	1.0714285714285714
1743,nu	3.024170706896471
1744,chi	1.25
1750,nu	3.109724782214873
1751,chi	1.2833333333333334
1757,nu	3.2135557672260204
1758,chi	1.111111111111111
1759,haw	1.0
1764,nu	3.5154206465285327
1765,chi	2.1666666666666665
1771,nu	4.027167183814167
1772,chi	1.7575757575757576
1778,nu	3.5842286709245816
1779,chi	1.0
1780,haw	1.5
1785,nu	3.683518864236422
1786,chi	1.3846153846153846
1792,nu	4.782065665235808
1793,chi	1.725
1794,haw	2.0
1799,nu	5.088356393838908
1800,chi	1.465384615384615
1801,haw	1.0
1806,nu	6.481330193684413
1807,chi	2.131238095238095
1808,haw	1.6153846153846154
1813,nu	6.1895680048576684
1814,chi	2.83240231990232
1815,haw	1.8636363636363635
